geneID,GeneName,Chrom,Strand,Start,End,GeneLength,DL_1_fpkm,DL_2_fpkm,DL_3_fpkm,DL_DOX_1_fpkm,DL_DOX_2_fpkm,DL_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000116016,EPAS1,chr2,+,46520806,46613836,5160,5.520359785,5.626949614,6.099756071,23.71037747,24.00075956,23.94864514,protein_coding,endothelial_PAS_domain_protein_1
ENSG00000249082,CTC-276P9.1,chr5,-,134374528,134375737,836,0,0,0,0,0.050080683,0.064212422,lincRNA,-
ENSG00000137409,MTCH1,chr6,-,36935917,36954074,2057,107.2310257,105.3824956,103.9056709,136.0060838,135.5959927,130.7200096,protein_coding,mitochondrial_carrier_1
ENSG00000224236,MRRFP1,chrX,-,122249960,122251634,1675,0,0,0,0,0,0,pseudogene,mitochondrial_ribosome_recycling_factor_pseudogene_1
ENSG00000130755,GMFG,chr19,-,39818993,39833012,1028,0,0.056715305,0,0.200106227,0.203635461,0.052219441,protein_coding,glia_maturation_factor_gamma
ENSG00000069712,KIAA1107,chr1,+,92632542,92650280,4622,2.461169582,2.762533536,2.629787923,3.248977007,3.279103672,3.066191793,protein_coding,KIAA1107
ENSG00000105855,ITGB8,chr7,+,20370325,20450419,5573,0.456362572,0.376623004,0.275498517,0.203014644,0.097663172,0.211913668,protein_coding,integrin_beta_8
ENSG00000105856,HBP1,chr7,+,106809406,106842974,2829,11.033345,10.38702015,11.39710779,17.43329131,18.07004502,19.69653069,protein_coding,HMG-box_transcription_factor_1
ENSG00000180660,MAB21L1,chr13,-,36047926,36050832,2907,0,0,0,0.01769085,0,0,protein_coding,mab-21-like_1_(C._elegans)
ENSG00000180662,RPL21P8,chr14,-,65934525,65935059,535,0,0,0,0,0,0,pseudogene,ribosomal_protein_L21_pseudogene_8
ENSG00000135632,SMYD5,chr2,+,73441350,73454365,2593,16.99521867,17.15597507,16.77658118,11.58254665,11.33472828,11.65550806,protein_coding,SMYD_family_member_5
ENSG00000135631,RAB11FIP5,chr2,-,73300510,73383849,4342,9.521033047,9.184587751,9.444202211,15.89484965,15.42789526,15.62725094,protein_coding,RAB11_family_interacting_protein_5_(class_I)
ENSG00000077458,FAM76B,chr11,-,95502106,95523573,3952,8.541660329,9.368071022,8.417506774,8.497476515,8.528162412,9.114459414,protein_coding,family_with_sequence_similarity_76_member_B
ENSG00000262953,EIF4A1P9,chr17,-,2489624,2491160,1207,0,0,0,0,0,0,pseudogene,eukaryotic_translation_initiation_factor_4A1_pseudogene_9
ENSG00000100399,CHADL,chr22,-,41625517,41636938,2533,0.748488341,0.644490065,0.505116869,0.791813943,0.561979205,0.381471983,protein_coding,chondroadherin-like
ENSG00000261018,LL09NC01-254D11.1,chr9,-,136476920,136498221,1990,0,0,0,0,0,0,antisense,-
ENSG00000253638,CTC-369M3.1,chr8,-,134404454,134404933,480,0,0,0,0,0,0,pseudogene,-
ENSG00000205955,HSP90AA5P,chr3,+,183833140,183835686,2192,0.021095791,0.026598236,0,0.02346136,0.038200229,0,pseudogene,heat_shock_protein_90kDa_alpha_(cytosolic)_class_A_member_5_pseudogene
ENSG00000123584,MAGEA9B,chrX,-,148663309,148669116,1814,0,0,0,0,0,0,protein_coding,melanoma_antigen_family_A_9B
ENSG00000167332,OR51E2,chr11,-,4701401,4719084,2781,0,0,0.023003614,0,0,0,protein_coding,olfactory_receptor_family_51_subfamily_E_member_2
ENSG00000040487,PQLC2,chr1,+,19638820,19655794,2153,13.91769609,14.43366311,14.05446045,17.91475863,20.90455623,19.34830935,protein_coding,PQ_loop_repeat_containing_2
ENSG00000204709,C6orf100,chr6,+,28911654,28912314,466,0.496158528,0.750686696,0.411843679,1.213949152,0.808598834,0.230393069,protein_coding,chromosome_6_open_reading_frame_100
ENSG00000204703,OR2B3,chr6,-,29053985,29055090,1106,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_2_subfamily_B_member_3
ENSG00000198721,ECI2,chr6,-,4115923,4135831,3870,0.525748551,0.451963824,0.495915128,1.06309665,0.95202472,0.929371112,protein_coding,enoyl-CoA_delta_isomerase_2
ENSG00000245317,CTC-241N9.1,chr5,+,179286013,179288283,1454,0.826885382,0.721774416,0.351983777,0.353695326,0.259152034,0.590718956,protein_coding,Uncharacterized_protein_
ENSG00000008056,SYN1,chrX,-,47431303,47479252,3203,0,0,0,0.016055979,0.026142648,0.016759783,protein_coding,synapsin_I
ENSG00000164751,PEX2,chr8,-,77892494,77913280,4386,7.580478773,7.763143337,7.774198914,6.108897293,5.622418717,5.470968659,protein_coding,peroxisomal_biogenesis_factor_2
ENSG00000256713,PGA5,chr11,+,61008514,61018920,1519,0,0,0,0,0,0,protein_coding,pepsinogen_5_group_I_(pepsinogen_A)
ENSG00000160124,CCDC58,chr3,-,122078438,122102078,769,34.9370447,34.8758561,35.52209751,24.81083025,23.62870432,23.87399493,protein_coding,coiled-coil_domain_containing_58
ENSG00000231383,FGF12-AS1,chr3,+,191955826,192000886,580,0,0,0,0,0,0,antisense,FGF12_antisense_RNA_1
ENSG00000231382,NBPF21P,chr3,-,36657498,36678949,1451,0,0,0,0,0,0,pseudogene,neuroblastoma_breakpoint_family_member_21_pseudogene
ENSG00000231389,HLA-DPA1,chr6,-,33032346,33048552,5025,0,0,0.012730956,0,0,0,protein_coding,major_histocompatibility_complex_class_II_DP_alpha_1
ENSG00000198169,ZNF251,chr8,-,145946298,145981802,2807,5.106880012,6.293519774,5.219034125,7.63989465,8.486846981,8.43376524,protein_coding,zinc_finger_protein_251
ENSG00000175749,EIF3KP1,chr5,+,102368080,102368735,656,0,0,0,0,0,0,pseudogene,eukaryotic_translation_initiation_factor_3_subunit_K_pseudogene_1
ENSG00000179673,RPRML,chr17,-,45055523,45056614,1092,0,0.053391331,0,0.141283792,0,0.049158961,protein_coding,reprimo-like
ENSG00000236876,TMSB4XP1,chr1,-,42965876,42966067,192,0,0,0,0,0,0,pseudogene,thymosin_beta_4_X-linked_pseudogene_1
ENSG00000240068,RPL21P42,chr3,+,153741624,153742087,464,0,0,0,0,0,0,pseudogene,ribosomal_protein_L21_pseudogene_42
ENSG00000148225,WDR31,chr9,-,116075502,116102578,4878,1.222881253,1.314753315,1.534408984,2.003113383,2.145728308,2.399054029,protein_coding,WD_repeat_domain_31
ENSG00000172824,CES4A,chr16,+,67022492,67043661,3419,1.555374994,1.875801892,2.282747084,1.624495012,2.081739288,1.8841153,protein_coding,carboxylesterase_4A
ENSG00000266922,CTC-499B15.6,chr19,-,11836776,11841598,491,0,0,0,0.104739919,0.170539514,0,sense_intronic,-
ENSG00000116604,MEF2D,chr1,-,156433519,156470620,5965,4.728852413,4.896893547,4.997727073,9.207771479,10.00186376,10.1423548,protein_coding,myocyte_enhancer_factor_2D
ENSG00000130653,PNPLA7,chr9,-,140354404,140444986,5308,0.392028799,0.527234363,0.662870729,0.891354868,1.16736675,1.102353575,protein_coding,patatin-like_phospholipase_domain_containing_7
ENSG00000223595,LYPLA1P1,chr7,-,122870174,122870795,622,0,0,0,0,0,0,pseudogene,lysophospholipase_I_pseudogene_1
ENSG00000113387,SUB1,chr5,+,32531739,32604185,4273,49.07731238,47.41495048,47.21998698,40.02976861,40.97582004,41.20655257,protein_coding,SUB1_homolog_(S._cerevisiae)
ENSG00000169208,OR10G3,chr14,-,22037934,22038875,942,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_10_subfamily_G_member_3
ENSG00000107833,NPM3,chr10,-,103541082,103543170,877,115.7367557,105.9033182,110.2203886,61.86522459,57.00083945,59.00689628,protein_coding,nucleophosmin/nucleoplasmin_3
ENSG00000060303,RPS17P5,chr6,-,50824968,50825375,408,0,0,0,0,0,0,pseudogene,ribosomal_protein_S17_pseudogene_5
ENSG00000267188,CTC-512J12.4,chr19,-,44896603,44952640,574,0,0,0,0,0,0,processed_transcript,-
ENSG00000103647,CORO2B,chr15,+,68871308,69020145,3611,0.038417592,0.016146035,0.035432319,0.099692911,0.04637768,0.014866127,protein_coding,coronin_actin_binding_protein_2B
ENSG00000022556,NLRP2,chr19,+,55464498,55512510,3744,22.34287726,21.72359776,22.84507741,22.4170284,21.8954243,22.08056652,protein_coding,NLR_family_pyrin_domain_containing_2
ENSG00000076928,ARHGEF1,chr19,+,42387228,42434302,3439,26.16658418,28.54981488,26.45236383,29.90828755,32.51758097,30.51686504,protein_coding,Rho_guanine_nucleotide_exchange_factor_(GEF)_1
ENSG00000076924,XAB2,chr19,-,7684411,7694451,4555,17.87752309,17.93259496,17.59785587,17.21770212,16.45285112,16.94711732,protein_coding,XPA_binding_protein_2
ENSG00000188599,NPIPP1,chr16,-,15198178,15225458,2902,0.20714875,0.120544452,0.286578108,0.106327982,0.346250454,0.221977609,pseudogene,nuclear_pore_complex_interacting_protein_pseudogene_1
ENSG00000198793,MTOR,chr1,-,11166592,11322564,8677,12.98207337,12.08801391,11.27288184,10.43718752,11.32935051,11.69896017,protein_coding,mechanistic_target_of_rapamycin_(serine/threonine_kinase)
ENSG00000139428,MMAB,chr12,-,109993255,110011679,2725,9.12960824,8.579683183,9.249681572,5.586231534,6.161045046,5.929598941,protein_coding,methylmalonic_aciduria_(cobalamin_deficiency)_cblB_type
ENSG00000187026,KRTAP21-2,chr21,-,32119112,32119551,440,0,0,0,0,0,0,protein_coding,keratin_associated_protein_21-2
ENSG00000161681,SHANK1,chr19,-,51165084,51222707,6643,0.292362328,0.201863114,0.192602895,0.658034102,0.460081876,0.662635854,protein_coding,SH3_and_multiple_ankyrin_repeat_domains_1
ENSG00000138468,SENP7,chr3,-,101043049,101232085,4945,3.516073313,3.961561174,4.062191742,4.627937047,5.477905083,5.199894694,protein_coding,SUMO1/sentrin_specific_peptidase_7
ENSG00000267405,CTC-296K1.4,chr17,-,42872115,42875151,587,0,0,0,0,0,0,lincRNA,-
ENSG00000247596,TWF2,chr3,-,52262626,52273177,1619,18.13690797,17.71787524,17.30710102,23.63305221,23.01546088,24.56952104,protein_coding,twinfilin_actin-binding_protein_2
ENSG00000267760,CTC-565M22.1,chr19,-,31156181,31159554,554,0,0,0,0,0,0,lincRNA,-
ENSG00000268205,CTC-444N24.11,chr19,+,57815673,57819930,4258,2.204584521,1.999127917,1.637638002,1.884137827,1.701049549,2.14322909,lincRNA,-
ENSG00000253251,CTC-534A2.2,chr5,+,64920592,64926718,1766,0.942645013,1.518659872,1.231644253,0.990106577,1.16166766,1.641452772,protein_coding,CDNA_FLJ26957_fis_clone_SLV00486;_Uncharacterized_protein_
ENSG00000205246,RPSAP58,chr19,+,23945807,24010937,1397,22.37621688,20.70039609,22.02651236,15.93988625,14.92483212,14.40987431,protein_coding,ribosomal_protein_SA_pseudogene_58
ENSG00000117477,CCDC181,chr1,-,169364108,169429907,2035,0.090893317,0.143251433,0,0.075814202,0.205736859,0.184654101,protein_coding,coiled-coil_domain_containing_181
ENSG00000235890,TSPEAR-AS1,chr21,+,45926690,45935738,1388,0.066631088,0,0.184360379,0.185256846,0.090491608,0.116026481,antisense,TSPEAR_antisense_RNA_1
ENSG00000170523,KRT83,chr12,-,52708085,52715182,1875,0.271286252,0.093285333,0.102356882,0.603413658,0.558232677,0.45808286,protein_coding,keratin_83
ENSG00000083307,GRHL2,chr8,+,102504660,102681954,5239,16.64675788,16.89338806,18.21870449,15.10719896,14.07302553,14.77550023,protein_coding,grainyhead-like_2_(Drosophila)
ENSG00000267458,CTC-425F1.4,chr19,-,13054932,13055301,270,0,0,0,0,0,0,antisense,-
ENSG00000105402,NAPA,chr19,-,47990894,48018497,3898,16.8335973,16.37818112,16.54305692,19.32811574,21.22372567,19.00476846,protein_coding,N-ethylmaleimide-sensitive_factor_attachment_protein_alpha
ENSG00000258864,CTC-554D6.1,chr5,+,112162910,112203279,694,0,0,0,0,0,0,protein_coding,-
ENSG00000172785,CBWD1,chr9,-,121041,188979,3652,21.34829396,21.63226087,19.46168132,17.26447709,17.86130566,17.84486427,protein_coding,COBW_domain_containing_1
ENSG00000238189,ENOX1-AS2,chr13,+,44032601,44033259,248,0,0,0,0,0,0,lincRNA,ENOX1_antisense_RNA_2
ENSG00000112992,NNT,chr5,+,43602794,43707507,6483,18.00319982,19.16464652,18.48241947,16.24604524,16.46153509,17.30595602,protein_coding,nicotinamide_nucleotide_transhydrogenase
ENSG00000223656,HMGB3P10,chr1,+,100163798,100164734,572,0,0,0,0,0,0,pseudogene,high_mobility_group_box_3_pseudogene_10
ENSG00000106244,PDAP1,chr7,-,98989671,99006452,2546,84.03834151,80.67660778,84.12481397,72.47492301,69.55982587,68.90472117,protein_coding,PDGFA_associated_protein_1
ENSG00000236809,SNX25P1,chr1,+,211590367,211591276,834,0.665352156,1.048621103,0.46023778,0.678297728,1.104417166,0.64366409,pseudogene,sorting_nexin_25_pseudogene_1
ENSG00000189037,DUSP21,chrX,+,44703249,44704130,882,0,0,0,0,0,0,protein_coding,dual_specificity_phosphatase_21
ENSG00000111641,NOP2,chr12,-,6666029,6677857,3038,41.41685763,40.09073844,39.77784537,26.1029945,25.64691437,27.22953346,protein_coding,NOP2_nucleolar_protein
ENSG00000111640,GAPDH,chr12,+,6643093,6647537,1875,1412.957451,1368.558031,1417.745178,1374.302035,1281.300298,1320.595624,protein_coding,glyceraldehyde-3-phosphate_dehydrogenase
ENSG00000103569,AQP9,chr15,+,58430368,58478110,3034,0,0,0,0,0,0,protein_coding,aquaporin_9
ENSG00000114030,KPNA1,chr3,-,122140796,122233792,6830,16.91928186,17.55929088,18.1428698,17.59672052,17.10251648,17.90434127,protein_coding,karyopherin_alpha_1_(importin_alpha_5)
ENSG00000156313,RPGR,chrX,-,38128416,38186817,4767,1.096149183,1.149677645,1.368838106,1.240641819,1.185673558,1.373852188,protein_coding,retinitis_pigmentosa_GTPase_regulator
ENSG00000012048,BRCA1,chr17,-,41196312,41322290,7114,9.106691977,10.02319043,9.586065909,7.843494655,8.339355877,7.764738694,protein_coding,breast_cancer_1_early_onset
ENSG00000229658,PABPC1P9,chr22,+,16904668,16906756,1612,0,0,0,0,0,0,pseudogene,poly(A)_binding_protein_cytoplasmic_1_pseudogene_9
ENSG00000182368,FAM27A,chr9,+,45727107,45728274,616,0.075068141,0,0.103852356,0.166971755,0.271866563,0.261436291,protein_coding,family_with_sequence_similarity_27_member_A
ENSG00000166526,ZNF3,chr7,-,99661656,99680171,3473,21.06386529,19.59112871,20.94366816,17.07333067,17.61253831,17.54350679,protein_coding,zinc_finger_protein_3
ENSG00000184789,OR4C10P,chr11,-,48453769,48454699,931,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_4_subfamily_C_member_10_pseudogene
ENSG00000164967,RPP25L,chr9,-,34610483,34612101,1092,29.81167608,29.89914531,29.1159401,31.78885329,30.7488054,30.47855564,protein_coding,ribonuclease_P/MRP_25kDa_subunit-like
ENSG00000103034,NDRG4,chr16,+,58496750,58547532,5116,1.03041148,0.94589067,0.900324415,1.025329289,1.080239151,1.322103151,protein_coding,NDRG_family_member_4
ENSG00000103037,SETD6,chr16,+,58549383,58554431,2769,16.49948397,15.41279885,16.61127628,12.35072401,11.56684717,11.76768586,protein_coding,SET_domain_containing_6
ENSG00000165388,ZNF488,chr10,+,48355024,48373866,3561,0.428527147,0.327454835,0.556912271,0.823183411,0.540831995,0.602994497,protein_coding,zinc_finger_protein_488
ENSG00000250025,CTC-359M8.1,chr5,-,145686661,145756526,582,0,0,0,0,0,0,antisense,-
ENSG00000211930,IGHD3-3,chr14,-,106380218,106380248,31,0,0,0,0,0,0,IG_D_gene,immunoglobulin_heavy_diversity_3-3
ENSG00000107651,SEC23IP,chr10,+,121652223,121702014,4656,22.84289993,23.71703466,22.58842282,24.04579748,26.04126662,26.03372405,protein_coding,SEC23_interacting_protein
ENSG00000164031,DNAJB14,chr4,-,100817405,100867883,6463,10.96842757,10.82531333,10.71001728,14.18766466,14.99661898,15.13350581,protein_coding,DnaJ_(Hsp40)_homolog_subfamily_B_member_14
ENSG00000042832,TG,chr8,+,133879203,134147147,8450,0.164172692,0.068998028,0.174127832,0.121721421,0.138732381,0.133409856,protein_coding,thyroglobulin
ENSG00000096717,SIRT1,chr10,+,69644427,69678147,4094,13.19262985,14.11299545,14.40721873,13.98109072,13.74446844,14.64639242,protein_coding,sirtuin_1
ENSG00000175658,DRD5P2,chr1,+,148900615,148903715,2012,0,0,0,0,0,0.026680708,pseudogene,dopamine_receptor_D5_pseudogene_2
ENSG00000166959,MS4A8,chr11,+,60467047,60483284,1353,0,0,0,0,0,0,protein_coding,membrane-spanning_4-domains_subfamily_A_member_8
ENSG00000271704,CTC-575C13.1,chr19,+,20462311,20462888,578,0,0,0,0,0,0,pseudogene,-
ENSG00000122035,RASL11A,chr13,+,27844464,27847827,1543,3.925922684,3.249570103,3.731415835,6.932520085,7.163322746,6.958079728,protein_coding,RAS-like_family_11_member_A
ENSG00000173548,SNX33,chr15,+,75940247,75954642,8008,3.597496293,3.662159925,3.754662112,6.306394734,6.279071972,6.656570181,protein_coding,sorting_nexin_33
ENSG00000174010,KLHL15,chrX,-,24001837,24045303,6272,3.811718907,3.941424321,4.375707762,4.681917817,5.220080753,5.597537732,protein_coding,kelch-like_family_member_15
ENSG00000250471,GMPSP1,chr4,+,8176148,8176726,579,0.399326207,0.503483017,0.331466588,0.088820899,0.289239729,0.463571547,pseudogene,guanine_monphosphate_synthetase_pseudogene_1
ENSG00000231154,MORF4L2-AS1,chrX,+,102942212,102946700,2086,0.177342185,0.111799297,0.06133562,0,0.080282744,0.102936884,processed_transcript,MORF4L2_antisense_RNA_1
ENSG00000170222,ADPRM,chr17,+,10600911,10614550,1277,3.58492992,3.424236493,3.957612425,3.543932998,3.049078246,3.236869266,protein_coding,ADP-ribose/CDP-alcohol_diphosphatase_manganese-dependent
ENSG00000171570,RAB4B-EGLN2,chr19,+,41284147,41314103,2554,0,0,0,0,0,0,protein_coding,RAB4B-EGLN2_readthrough_(non-protein_coding)
ENSG00000259389,H3F3AP1,chr15,-,40243576,40243909,334,0,0,0,0,0,0,pseudogene,H3_histone_family_3A_pseudogene_1
ENSG00000109794,FAM149A,chr4,+,187025573,187093821,2997,1.095488893,0.700340341,1.366124556,0.943777619,0.838187202,1.146353502,protein_coding,family_with_sequence_similarity_149_member_A
ENSG00000068885,IFT80,chr3,-,159974774,160117668,4306,2.663262832,2.599684163,2.421645934,2.890247726,2.858576526,3.278740567,protein_coding,intraflagellar_transport_80_homolog_(Chlamydomonas)
ENSG00000136854,STXBP1,chr9,+,130374544,130457460,3909,6.825689299,7.606728066,8.019134107,10.05128103,11.4281325,11.35704039,protein_coding,syntaxin_binding_protein_1
ENSG00000172081,MOB3A,chr19,-,2071037,2096672,3391,13.17303087,13.06709919,12.22487094,16.33358967,15.91481687,16.09972635,protein_coding,MOB_kinase_activator_3A
ENSG00000258197,NKX2-2-AS1,chr20,+,21492085,21492947,638,0,0,0,0,0,0,antisense,NKX2-2_antisense_RNA_1
ENSG00000132394,EEFSEC,chr3,+,127872297,128127485,2228,10.29444323,9.420646323,9.590215078,9.394484416,8.550130202,9.75809783,protein_coding,eukaryotic_elongation_factor_selenocysteine-tRNA-specific
ENSG00000145390,USP53,chr4,+,120133742,120216672,6072,12.74852863,13.34677756,14.41290093,12.3063023,13.18355827,12.80153742,protein_coding,ubiquitin_specific_peptidase_53
ENSG00000133627,ACTR3B,chr7,+,152456834,152552463,5543,4.705118852,4.102164894,4.616492981,3.711152837,3.617988257,3.331492923,protein_coding,ARP3_actin-related_protein_3_homolog_B_(yeast)
ENSG00000101441,CST4,chr20,-,23666277,23669677,751,0.061573868,0,0,0,0.278744679,0.07148014,protein_coding,cystatin_S
ENSG00000137818,RPLP1,chr15,+,69745123,69748255,1962,806.4298728,756.3386547,786.7511515,633.3264186,577.8647127,587.5151258,protein_coding,ribosomal_protein_large_P1
ENSG00000233153,UBE2E2-AS1,chr3,-,23236561,23244069,499,0,0.116840347,0,0,0.083902707,0,antisense,UBE2E2_antisense_RNA_1_(head_to_head)
ENSG00000170647,TMEM133,chr11,+,100862811,100864663,1853,1.796773981,2.265429035,2.313110874,2.275789874,2.733924199,2.259667371,protein_coding,transmembrane_protein_133
ENSG00000150433,TMEM218,chr11,-,124966398,124981659,4547,4.149268908,4.449363685,5.064943596,4.354411847,4.106638011,3.78970504,protein_coding,transmembrane_protein_218
ENSG00000203785,SPRR2E,chr1,-,153065611,153078660,692,0,0,0,0,0,0,protein_coding,small_proline-rich_protein_2E
ENSG00000181374,CCL13,chr17,+,32683471,32685629,851,0,0,0,0,0,0,protein_coding,chemokine_(C-C_motif)_ligand_13
ENSG00000112812,PRSS16,chr6,+,27215480,27224403,3411,6.032740778,5.999551453,6.095350845,7.146449841,7.671403318,7.050527741,protein_coding,protease_serine_16_(thymus)
ENSG00000086758,HUWE1,chrX,-,53559057,53713673,14796,23.39288872,22.16913716,20.63256297,20.9553389,20.17820974,23.02038777,protein_coding,HECT_UBA_and_WWE_domain_containing_1_E3_ubiquitin_protein_ligase
ENSG00000260852,FBXL19-AS1,chr16,-,30930640,30934590,3951,0.573489437,0.531237662,0.372407032,0.299374313,0.49804358,0.475539225,antisense,FBXL19_antisense_RNA_1_(head_to_head)
ENSG00000269534,CTC-453G23.5,chr19,+,48621689,48630963,852,0.108549237,0.068431142,0.225257224,0,0.0491402,0.189019666,antisense,-
ENSG00000123500,COL10A1,chr6,-,116440086,116479910,3498,0.50234278,0.900051458,0.566942423,0.396951719,0.383006982,0.306927302,protein_coding,collagen_type_X_alpha_1
ENSG00000103154,NECAB2,chr16,+,84002237,84036381,2064,0,0,0.030994695,0,0.101423088,0.02600852,protein_coding,N-terminal_EF-hand_calcium_binding_protein_2
ENSG00000142515,KLK3,chr19,+,51358171,51364020,2702,0.068455921,0.129467061,0.071028555,0.152264398,0.046484956,0.039734704,protein_coding,kallikrein-related_peptidase_3
ENSG00000259043,BRD7P1,chr14,+,24218445,24220359,1915,0,0,0,0,0,0,pseudogene,bromodomain_containing_7_pseudogene_1
ENSG00000259040,BLOC1S5-TXNDC5,chr6,-,7881483,8064597,3030,0,0,0,0,0,0,protein_coding,BLOC1S5-TXNDC5_readthrough_(non-protein_coding)
ENSG00000115138,POMC,chr2,-,25383722,25391772,1426,0,0,0,0,0,0,protein_coding,proopiomelanocortin
ENSG00000229020,AKR7A2P1,chr1,+,113466045,113466959,915,0.101075355,0.38231694,0.629243129,0.1686141,0.183027107,0.176005197,pseudogene,aldo-keto_reductase_family_7_member_A2_pseudogene_1
ENSG00000229028,KRT223P,chr17,-,38873487,38878184,1292,0,0,0,0,0,0,pseudogene,keratin_223_pseudogene
ENSG00000178235,SLITRK1,chr13,-,84451344,84456528,5185,0,0,0,0,0,0,protein_coding,SLIT_and_NTRK-like_family_member_1
ENSG00000005381,MPO,chr17,-,56347217,56358296,3311,0.027932332,0,0,0,0,0,protein_coding,myeloperoxidase
ENSG00000251542,CTC-313D10.1,chr5,+,113911738,113915667,751,0,0,0,0,0,0,lincRNA,-
ENSG00000228861,RPL23AP12,chr21,+,40499494,40499966,473,0,0,0,0,0,0,pseudogene,ribosomal_protein_L23a_pseudogene_12
ENSG00000104537,ANXA13,chr8,-,124693034,124749647,1964,0,0,0,0,0.021317439,0.027332783,protein_coding,annexin_A13
ENSG00000197123,ZNF679,chr7,+,63688852,63727309,1567,0,0,0.040825176,0.065637907,0,0,protein_coding,zinc_finger_protein_679
ENSG00000161835,GRASP,chr12,+,52400724,52409673,1933,0.310991036,0.301620969,0.430237801,0.558703212,0.498164184,0.416566879,protein_coding,GRP1_(general_receptor_for_phosphoinositides_1)-associated_scaffold_protein
ENSG00000253563,NKX2-1-AS1,chr14,+,36988483,36992221,1775,0,0,0,0,0,0,antisense,NKX2-1_antisense_RNA_1
ENSG00000121898,CPXM2,chr10,-,125465723,125699783,3554,0,0,0.018000296,0.115762072,0.141364493,0.196359203,protein_coding,carboxypeptidase_X_(M14_family)_member_2
ENSG00000198690,FAN1,chr15,+,31196055,31235311,4999,5.466894803,6.23970461,5.976278264,5.071746173,5.100475596,5.122247668,protein_coding,FANCD2/FANCI-associated_nuclease_1
ENSG00000181135,ZNF707,chr8,+,144766622,144796068,3031,4.058187167,4.924333005,4.031294237,4.699888559,4.917457099,5.15385723,protein_coding,zinc_finger_protein_707
ENSG00000176746,MAGEB6,chrX,+,26210557,26213763,1949,0,0,0,0,0.021481504,0,protein_coding,melanoma_antigen_family_B_6
